X,Y
0,8.7
0,8.71
0,8.72
0,8.73
0,8.74
0,8.75
0,8.76
0,8.77
0,8.78
0,8.79
0,8.8
0,8.81
0,8.82
0,8.83
0,8.84
0,8.85
0,8.86
0,8.87
0,8.88
0,8.89
0,8.9
0,8.91
0,8.92
0,8.93
0,8.94
0,8.95
0,8.96
0,8.97
0,8.98
0,8.99
0,9
0,9.01
0,9.02
0,9.03
0,9.04
0,9.05
0,9.06
0,9.07
0,9.08
0,9.09
0,9.1
0,9.11
0,9.12
0,9.13
0,9.14
0,9.15
0,9.16
0,9.17
0,9.18
0,9.19
0,9.2
0,9.21
0,9.22
0,9.23
0,9.24
0,9.25
0,9.26
0,9.27
0,9.28
0,9.29
0,9.3
0,9.31
0,9.32
0,9.33
0,9.34
0,9.35
0,9.36
0,9.37
0,9.38
0,9.39
0,9.4
0,9.41
0,9.42
0,9.43
0,9.44
0,9.45
0,9.46
0,9.47
0,9.48
0,9.49
0,9.5
0,9.51
0,9.52
0,9.53
0,9.54
0,9.55
0,9.56
0,9.57
0,9.58
0,9.59
0,9.6
0,9.61
0,9.62
0,9.63
0,9.64
0,9.65
0,9.66
0,9.67
0,9.68
0,9.69
0,9.7
0,9.71
0,9.72
0,9.73
0,9.74
0,9.75
0,9.76
0,9.77
0,9.78
0,9.79
0,9.8
0,9.81
0,9.82
0,9.83
0,9.84
0,9.85
0,9.86
0,9.87
0,9.88
0,9.89
0,9.9
0,9.91
0,9.92
0,9.93
0,9.94
0,9.95
0,9.96
0,9.97
0,9.98
0,9.99
0,10
0,10.01
0,10.02
0,10.03
0,10.04
0,10.05
0,10.06
0,10.07
0,10.08
0,10.09
0,10.1
0,10.11
0,10.12
0,10.13
0,10.14
0,10.15
0,10.16
0,10.17
0,10.18
0,10.19
0,10.2
0,10.21
0,10.22
0,10.23
0,10.24
0,10.25
0,10.26
0,10.27
0,10.28
0,10.29
0,10.3
0,10.31
0,10.32
0,10.33
0,10.34
0,10.35
0,10.36
0,10.37
0,10.38
0,10.39
0,10.4
0,10.41
0,10.42
0,10.43
0,10.44
0,10.45
0,10.46
0,10.47
0,10.48
0,10.49
0,10.5
0,10.51
0,10.52
0,10.53
0,10.54
0,10.55
0,10.56
0,10.57
0,10.58
0,10.59
0,10.6
0,10.61
0,10.62
0,10.63
0,10.64
0,10.65
0,10.66
0,10.67
0,10.68
0,10.69
0,10.7
0,10.71
0,10.72
0,10.73
0,10.74
0,10.75
0,10.76
0,10.77
0,10.78
0,10.79
0,10.8
0,10.81
0,10.82
0,10.83
0,10.84
0,10.85
0,10.86
0,10.87
0,10.88
0,10.89
0,10.9
0,10.91
0,10.92
0,10.93
0,10.94
0,10.95
0,10.96
0,10.97
0,10.98
0,10.99
0,11
0,11.01
0,11.02
0,11.03
0,11.04
0,11.05
0,11.06
0,11.07
0,11.08
0,11.09
0,11.1
0,11.11
0,11.12
0,11.13
0,11.14
0,11.15
0,11.16
0,11.17
0,11.18
0,11.19
0,11.2
0,11.21
0,11.22
0,11.23
0,11.24
0,11.25
0,11.26
0,11.27
0,11.28
0,11.29
0,11.3
0,11.31
0,11.32
0,11.33
0,11.34
0,11.35
0,11.36
0,11.37
0,11.38
0,11.39
0,11.4
0,11.41
0,11.42
0,11.43
0,11.44
0,11.45
0,11.46
0,11.47
0,11.48
0,11.49
0,11.5
0,11.51
0,11.52
0,11.53
0,11.54
0,11.55
0,11.56
0,11.57
0,11.58
0,11.59
0,11.6
0,11.61
0,11.62
0,11.63
0,11.64
0,11.65
0,11.66
0,11.67
0,11.68
0,11.69
0,11.7
0,11.71
0,11.72
0,11.73
0,11.74
0,11.75
0,11.76
0,11.77
0,11.78
0,11.79
0,11.8
0,11.81
0,11.82
0,11.83
0,11.84
0,11.85
0,11.86
0,11.87
0,11.88
0,11.89
0,11.9
0,11.91
0,11.92
0,11.93
0,11.94
0,11.95
0,11.96
0,11.97
0,11.98
0,11.99
0,12
0,12.01
0,12.02
0,12.03
0,12.04
0,12.05
0,12.06
0,12.07
0,12.08
0,12.09
0,12.1
0,12.11
0,12.12
0,12.13
0,12.14
0,12.15
0,12.16
0,12.17
0,12.18
0,12.19
0,12.2
0,12.21
0,12.22
0,12.23
0,12.24
0,12.25
0,12.26
0,12.27
0,12.28
0,12.29
0,12.3
0,12.31
0,12.32
0,12.33
0,12.34
0,12.35
0,12.36
0,12.37
0,12.38
0,12.39
0,12.4
0,12.41
0,12.42
0,12.43
0,12.44
0,12.45
0,12.46
0,12.47
0,12.48
0,12.49
0,12.5
0,12.51
0,12.52
0,12.53
0,12.54
0,12.55
0,12.56
0,12.57
0,12.58
0,12.59
0,12.6
0,12.61
0,12.62
0,12.63
0,12.64
0,12.65
0,12.66
0,12.67
0,12.68
0,12.69
0,12.7
0,12.71
0,12.72
0,12.73
0,12.74
0,12.75
0,12.76
0,12.77
0,12.78
0,12.79
0,12.8
0,12.81
0,12.82
0,12.83
0,12.84
0,12.85
0,12.86
0,12.87
0,12.88
0,12.89
0,12.9
0,12.91
0,12.92
0,12.93
0,12.94
0,12.95
0,12.96
0,12.97
0,12.98
0,12.99
0,13
0,13.01
0,13.02
0,13.03
0,13.04
0,13.05
0,13.06
0,13.07
0,13.08
0,13.09
0,13.1
0,13.11
0,13.12
0,13.13
0,13.14
0,13.15
0,13.16
0,13.17
0,13.18
0,13.19
0,13.2
0,13.21
0,13.22
0,13.23
0,13.24
0,13.25
0,13.26
0,13.27
0,13.28
0,13.29
0,13.3
0,13.31
0,13.32
0,13.33
0,13.34
0,13.35
0,13.36
0,13.37
0,13.38
0,13.39
0,13.4
0,13.41
0,13.42
0,13.43
0,13.44
0,13.45
0,13.46
0,13.47
0,13.48
0,13.49
0,13.5
0,13.51
0,13.52
0,13.53
0,13.54
0,13.55
0,13.56
0,13.57
0,13.58
0,13.59
0,13.6
0,13.61
0,13.62
0,13.63
0,13.64
0,13.65
0,13.66
0,13.67
0,13.68
0,13.69
0,13.7
0,13.71
0,13.72
0,13.73
0,13.74
0,13.75
0,13.76
0,13.77
0,13.78
0,13.79
0,13.8
0,13.81
0,13.82
0,13.83
0,13.84
0,13.85
0,13.86
0,13.87
0,13.88
0,13.89
0,13.9
0,13.91
0,13.92
0,13.93
0,13.94
0,13.95
0,13.96
0,13.97
0,13.98
0,13.99
0,14
0,14.01
0,14.02
0,14.03
0,14.04
0,14.05
0,14.06
0,14.07
0,14.08
0,14.09
0,14.1
0,14.11
0,14.12
0,14.13
0,14.14
0,14.15
0,14.16
0,14.17
0,14.18
0,14.19
0,14.2
0,14.21
0,14.22
0,14.23
0,14.24
0,14.25
0,14.26
0,14.27
0,14.28
0,14.29
0,14.3
0,14.31
0,14.32
0,14.33
0,14.34
0,14.35
0,14.36
0,14.37
0,14.38
0,14.39
0,14.4
0,14.41
0,14.42
0,14.43
0,14.44
0,14.45
0,14.46
0,14.47
0,14.48
0,14.49
0,14.5
0,14.51
0,14.52
0,14.53
0,14.54
0,14.55
0,14.56
0,14.57
0,14.58
0,14.59
0,14.6
0,14.61
0,14.62
0,14.63
0,14.64
0,14.65
0,14.66
0,14.67
0,14.68
0,14.69
0,14.7
0,14.71
0,14.72
0,14.73
0,14.74
0,14.75
0,14.76
0,14.77
0,14.78
0,14.79
0,14.8
0,14.81
0,14.82
0,14.83
0,14.84
0,14.85
0,14.86
0,14.87
0,14.88
0,14.89
0,14.9
0,14.91
0,14.92
0,14.93
0,14.94
0,14.95
0,14.96
0,14.97
0,14.98
0,14.99
0,15
0,15.01
0,15.02
0,15.03
0,15.04
0,15.05
0,15.06
0,15.07
0,15.08
0,15.09
0,15.1
0,15.11
0,15.12
0,15.13
0,15.14
0,15.15
0,15.16
0,15.17
0,15.18
0,15.19
0,15.2
0,15.21
0,15.22
0,15.23
0,15.24
0,15.25
0,15.26
0,15.27
0,15.28
0,15.29
0,15.3
0,15.31
0,15.32
0,15.33
0,15.34
0,15.35
0,15.36
0,15.37
0,15.38
0,15.39
0,15.4
0,15.41
0,15.42
0,15.43
0,15.44
0,15.45
0,15.46
0,15.47
0,15.48
0,15.49
0,15.5
0,15.51
0,15.52
0,15.53
0,15.54
0,15.55
0,15.56
0,15.57
0,15.58
0,15.59
0,15.6
0,15.61
0,15.62
0,15.63
0,15.64
0,15.65
0,15.66
0,15.67
0,15.68
0,15.69
0,15.7
0,15.71
0,15.72
0,15.73
0,15.74
0,15.75
0,15.76
0,15.77
0,15.78
0,15.79
0,15.8
0,15.81
0,15.82
0,15.83
0,15.84
0,15.85
0,15.86
0,15.87
0,15.88
0,15.89
0,15.9
0,15.91
0,15.92
0,15.93
0,15.94
0,15.95
0,15.96
0,15.97
0,15.98
0,15.99
0,16
0,16.01
0,16.02
0,16.03
0,16.04
0,16.05
0,16.06
0,16.07
0,16.08
0,16.09
0,16.1
0,16.11
0,16.12
0,16.13
0,16.14
0,16.15
0,16.16
0,16.17
0,16.18
0,16.19
0,16.2
0,16.21
0,16.22
0,16.23
0,16.24
0,16.25
0,16.26
0,16.27
0,16.28
0,16.29
0,16.3
0,16.31
0,16.32
0,16.33
0,16.34
0,16.35
0,16.36
0,16.37
0,16.38
0,16.39
0,16.4
0,16.41
0,16.42
0,16.43
0,16.44
0,16.45
0,16.46
0,16.47
0,16.48
0,16.49
0,16.5
0,16.51
0,16.52
0,16.53
0,16.54
0,16.55
0,16.56
0,16.57
0,16.58
0,16.59
0,16.6
0,16.61
0,16.62
0,16.63
0,16.64
0,16.65
0,16.66
0,16.67
0,16.68
0,16.69
0,16.7
0,16.71
0,16.72
0,16.73
0,16.74
0,16.75
0,16.76
0,16.77
0,16.78
0,16.79
0,16.8
0,16.81
0,16.82
0,16.83
0,16.84
0,16.85
0,16.86
0,16.87
0,16.88
0,16.89
0,16.9
0,16.91
0,16.92
0,16.93
0,16.94
0,16.95
0,16.96
0,16.97
0,16.98
0,16.99
0,17
0,17.01
0,17.02
0,17.03
0,17.04
0,17.05
0,17.06
0,17.07
0,17.08
0,17.09
0,17.1
0,17.11
0,17.12
0,17.13
0,17.14
0,17.15
0,17.16
0,17.17
0,17.18
0,17.19
0,17.2
0,17.21
0,17.22
0,17.23
0,17.24
0,17.25
0,17.26
0,17.27
0,17.28
0,17.29
0,17.3
0,17.31
0,17.32
0,17.33
0,17.34
0,17.35
0,17.36
0,17.37
0,17.38
0,17.39
0,17.4
0,17.41
0,17.42
0,17.43
0,17.44
0,17.45
0,17.46
0,17.47
0,17.48
0,17.49
0,17.5
0,17.51
0,17.52
0,17.53
0,17.54
0,17.55
0,17.56
0,17.57
0,17.58
0,17.59
0,17.6
0,17.61
0,17.62
0,17.63
0,17.64
0,17.65
0,17.66
0,17.67
0,17.68
0,17.69
0,17.7
0,17.71
0,17.72
0,17.73
0,17.74
0,17.75
0,17.76
0,17.77
0,17.78
0,17.79
0,17.8
0,17.81
0,17.82
0,17.83
0,17.84
0,17.85
0,17.86
0,17.87
0,17.88
0,17.89
0,17.9
0,17.91
0,17.92
0,17.93
0,17.94
0,17.95
0,17.96
0,17.97
0,17.98
0,17.99
0,18
0,18.01
0,18.02
0,18.03
0,18.04
0,18.05
0,18.06
0,18.07
0,18.08
0,18.09
0,18.1
0,18.11
0,18.12
0,18.13
0,18.14
0,18.15
0,18.16
0,18.17
0,18.18
0,18.19
0,18.2
0,18.21
0,18.22
0,18.23
0,18.24
0,18.25
0,18.26
0,18.27
0,18.28
0,18.29
0,18.3
0,18.31
0,18.32
0,18.33
0,18.34
0,18.35
0,18.36
0,18.37
0,18.38
0,18.39
0,18.4
0,18.41
0,18.42
0,18.43
0,18.44
0,18.45
0,18.46
0,18.47
0,18.48
0,18.49
0,18.5
0,18.51
0,18.52
0,18.53
0,18.54
0,18.55
0,18.56
0,18.57
0,18.58
0,18.59
0,18.6
0,18.61
0,18.62
0,18.63
0,18.64
0,18.65
0,18.66
0,18.67
0,18.68
0,18.69
0,18.7
0,18.71
0,18.72
0,18.73
0,18.74
0,18.75
0,18.76
0,18.77
0,18.78
0,18.79
0,18.8
0,18.81
0,18.82
0,18.83
0,18.84
0,18.85
0,18.86
0,18.87
0,18.88
0,18.89
0,18.9
0,18.91
0,18.92
0,18.93
0,18.94
0,18.95
0,18.96
0,18.97
0,18.98
0,18.99
0,19
0,19.01
0,19.02
0,19.03
0,19.04
0,19.05
0,19.06
0,19.07
0,19.08
0,19.09
0,19.1
0,19.11
0,19.12
0,19.13
0,19.14
0,19.15
0,19.16
0,19.17
0,19.18
0,19.19
0,19.2
0,19.21
0,19.22
0,19.23
0,19.24
0,19.25
0,19.26
0,19.27
0,19.28
0,19.29
0,19.3
0,19.31
0,19.32
0,19.33
0,19.34
0,19.35
0,19.36
0,19.37
0,19.38
0,19.39
0,19.4
0,19.41
0,19.42
0,19.43
0,19.44
0,19.45
0,19.46
0,19.47
0,19.48
0,19.49
0,19.5
0,19.51
0,19.52
0,19.53
0,19.54
0,19.55
0,19.56
0,19.57
0,19.58
0,19.59
0,19.6
0,19.61
0,19.62
0,19.63
0,19.64
0,19.65
0,19.66
0,19.67
0,19.68
0,19.69
0,19.7
0,19.71
0,19.72
0,19.73
0,19.74
0,19.75
0,19.76
0,19.77
0,19.78
0,19.79
0,19.8
0,19.81
0,19.82
0,19.83
0,19.84
0,19.85
0,19.86
0,19.87
0,19.88
0,19.89
0,19.9
0,19.91
0,19.92
0,19.93
0,19.94
0,19.95
0,19.96
0,19.97
0,19.98
0,19.99
0,20
-5.47945E-06,20.01
-2.19178E-05,20.01999998
-4.9315E-05,20.02999995
-8.76711E-05,20.03999987
-0.000136986,20.04999975
-0.00019726,20.05999957
-0.000268492,20.06999931
-0.000350683,20.07999897
-0.000443832,20.08999854
-0.00054794,20.099998
-0.000663006,20.10999734
-0.00078903,20.11999654
-0.000926012,20.1299956
-0.001073952,20.13999451
-0.001232849,20.14999324
-0.001402704,20.1599918
-0.001583516,20.16999017
-0.001775285,20.17998833
-0.001978011,20.18998627
-0.002191693,20.19998399
-0.002416332,20.20998146
-0.002651926,20.21997869
-0.002898477,20.22997565
-0.003155982,20.23997233
-0.003424443,20.24996873
-0.003703859,20.25996482
-0.003994229,20.2699606
-0.004295553,20.27995606
-0.004607831,20.28995118
-0.004931063,20.29994596
-0.005265247,20.30994037
-0.005610384,20.31993441
-0.005966473,20.32992807
-0.006333514,20.33992133
-0.006711506,20.34991419
-0.007100449,20.35990662
-0.007500342,20.36989862
-0.007911185,20.37989018
-0.008332978,20.38988128
-0.008765719,20.39987191
-0.009209409,20.40986206
-0.009664047,20.41985172
-0.010129632,20.42984087
-0.010606164,20.43982951
-0.011093642,20.44981762
-0.011592065,20.45980519
-0.012101434,20.46979221
-0.012621747,20.47977867
-0.013153003,20.48976454
-0.013695203,20.49974983
-0.014248345,20.50973452
-0.014812429,20.5197186
-0.015387454,20.52970205
-0.01597342,20.53968487
-0.016570325,20.54966704
-0.017178169,20.55964855
-0.017796952,20.56962938
-0.018426672,20.57960954
-0.019067328,20.58958899
-0.019718921,20.59956774
-0.020381449,20.60954577
-0.021054912,20.61952307
-0.021739308,20.62949962
-0.022434637,20.63947541
-0.023140897,20.64945044
-0.023858089,20.65942469
-0.024586212,20.66939815
-0.025325263,20.6793708
-0.026075243,20.68934264
-0.026836151,20.69931364
-0.027607985,20.70928381
-0.028390745,20.71925313
-0.02918443,20.72922158
-0.029989039,20.73918916
-0.03080457,20.74915585
-0.031631024,20.75912164
-0.032468398,20.76908652
-0.033316693,20.77905047
-0.034175906,20.78901349
-0.035046037,20.79897556
-0.035927085,20.80893667
-0.036819048,20.81889681
-0.037721927,20.82885597
-0.038635719,20.83881413
-0.039560423,20.84877128
-0.040496039,20.85872742
-0.041442565,20.86868252
-0.0424,20.87863658
-0.043368343,20.88858959
-0.044347593,20.89854152
-0.045337749,20.90849238
-0.046338809,20.91844215
-0.047350773,20.92839081
-0.048373638,20.93833836
-0.049407404,20.94828479
-0.05045207,20.95823007
-0.051507634,20.9681742
-0.052574095,20.97811717
-0.053651452,20.98805897
-0.054739703,20.99799957
-0.055838848,21.00793898
-0.056948884,21.01787718
-0.058069811,21.02781416
-0.059201627,21.0377499
-0.060344331,21.0476844
-0.061497921,21.05761764
-0.062662397,21.06754961
-0.063837756,21.07748029
-0.065023997,21.08740968
-0.066221119,21.09733777
-0.06742912,21.10726454
-0.068648,21.11718998
-0.069877755,21.12711407
-0.071118386,21.13703682
-0.07236989,21.14695819
-0.073632266,21.15687819
-0.074905513,21.1667968
-0.076189629,21.17671401
-0.077484612,21.18662981
-0.078790461,21.19654418
-0.080107174,21.20645711
-0.08143475,21.2163686
-0.082773187,21.22627862
-0.084122483,21.23618717
-0.085482638,21.24609424
-0.086853648,21.25599981
-0.088235513,21.26590387
-0.089628231,21.27580641
-0.091031801,21.28570742
-0.09244622,21.29560689
-0.093871487,21.3055048
-0.0953076,21.31540114
-0.096754557,21.3252959
-0.098212357,21.33518907
-0.099680998,21.34508064
-0.101160478,21.35497059
-0.102650796,21.36485891
-0.104151949,21.37474559
-0.105663937,21.38463063
-0.107186756,21.394514
-0.108720405,21.40439569
-0.110264883,21.4142757
-0.111820187,21.42415401
-0.113386315,21.43403061
-0.114963267,21.44390549
-0.116551039,21.45377864
-0.11814963,21.46365003
-0.119759039,21.47351967
-0.121379262,21.48338754
-0.123010298,21.49325363
-0.124652146,21.50311793
-0.126304803,21.51298042
-0.127968267,21.52284109
-0.129642536,21.53269994
-0.131327608,21.54255694
